,Date,Electricity_consumption,Wind_production,Solar_production,Price,Wind+Solar,Year,Month,Delta,Price_Delta
461,2016-04-06,175.20000000000005,23.433000000000003,2.748,0.5270000000000002,26.181000000000004,2016,4,149.01900000000003,78533013.00000006
462,2016-04-07,178.188,7.630000000000001,2.575,0.5530000000000002,10.205,2016,4,167.98299999999998,92894599.0
463,2016-04-08,180.356,36.82399999999999,1.771,0.6970000000000004,38.595,2016,4,141.761,98807417.00000004
464,2016-04-09,153.241,32.788000000000004,2.145,0.5740000000000002,34.93300000000001,2016,4,118.308,67908792.00000003
465,2016-04-10,136.64999999999998,31.562,3.2290000000000005,0.4830000000000002,34.791000000000004,2016,4,101.85899999999998,49197897.000000015
466,2016-04-11,171.018,8.190000000000001,4.178000000000001,0.5920000000000003,12.368,2016,4,158.65,93920800.00000006
467,2016-04-12,174.93499999999997,2.133,3.766,0.6550000000000004,5.898999999999999,2016,4,169.03599999999997,110718580.00000004
468,2016-04-13,172.532,9.046,3.928,0.6920000000000004,12.974000000000002,2016,4,159.55800000000002,110414136.00000007
469,2016-04-14,177.495,34.27800000000001,2.765,0.6500000000000004,37.043,2016,4,140.452,91293800.00000004
470,2016-04-15,169.41699999999994,7.641,3.364,0.5920000000000003,11.005,2016,4,158.41199999999995,93779904.00000003
471,2016-04-16,142.966,5.997000000000001,4.07,0.4100000000000002,10.066999999999997,2016,4,132.899,54488590.00000002
472,2016-04-17,133.00799999999998,18.573,3.4130000000000003,0.4000000000000002,21.986,2016,4,111.02199999999998,44408800.00000001
473,2016-04-18,174.55,12.544999999999998,2.583,0.5830000000000003,15.127999999999995,2016,4,159.42200000000003,92943026.00000007
474,2016-04-19,172.32900000000004,24.07,3.5910000000000006,0.5050000000000001,27.660999999999998,2016,4,144.66800000000003,73057340.00000003
475,2016-04-20,169.445,22.025,4.192,0.5830000000000003,26.217,2016,4,143.228,83501924.00000006
476,2016-04-21,169.485,3.5290000000000004,4.698,0.6130000000000003,8.227,2016,4,161.258,98851154.00000006
477,2016-04-22,166.41300000000004,5.138000000000002,4.314000000000001,0.6260000000000003,9.452000000000002,2016,4,156.96100000000004,98257586.00000007
478,2016-04-23,145.243,3.362,3.008,0.5410000000000001,6.370000000000001,2016,4,138.873,75130293.00000001
479,2016-04-24,138.21099999999998,42.65,3.2259999999999995,0.4370000000000003,45.876000000000005,2016,4,92.33499999999998,40350395.000000015
480,2016-04-25,177.92499999999995,30.538999999999994,3.333,0.6000000000000003,33.872,2016,4,144.05299999999994,86431800.00000001
481,2016-04-26,178.35299999999998,17.159000000000002,3.784,0.6520000000000004,20.943,2016,4,157.40999999999997,102631320.00000003
482,2016-04-27,185.907,12.346000000000002,2.384,0.6940000000000004,14.730000000000004,2016,4,171.17700000000002,118796838.00000007
483,2016-04-28,182.27200000000005,4.816999999999998,3.799,1.3670000000000004,8.616000000000001,2016,4,173.65600000000003,237387752.00000012
484,2016-04-29,170.98899999999998,0.4340000000000001,4.7429999999999986,0.6250000000000003,5.1770000000000005,2016,4,165.81199999999998,103632500.00000004
485,2016-04-30,142.56300000000005,5.95,5.0,0.5900000000000002,10.950000000000005,2016,4,131.61300000000003,77651670.00000004
486,2016-05-01,137.872,11.974,3.221,0.4550000000000002,15.195,2016,5,122.67700000000002,55818035.00000003
487,2016-05-02,175.732,15.446000000000002,3.025,0.6750000000000004,18.471,2016,5,157.261,106151175.00000004
488,2016-05-03,174.02199999999993,31.223000000000003,3.1210000000000004,0.6560000000000004,34.344,2016,5,139.67799999999994,91628768.00000001
489,2016-05-04,178.79700000000003,49.015,2.615,0.6650000000000004,51.63,2016,5,127.16700000000003,84566055.00000006
490,2016-05-05,139.85100000000003,22.754,3.875,0.4670000000000002,26.628999999999994,2016,5,113.22200000000004,52874674.00000004
491,2016-05-06,151.08200000000005,2.4719999999999995,4.681999999999999,0.5210000000000001,7.153999999999997,2016,5,143.92800000000005,74986488.00000004
492,2016-05-07,137.33100000000002,6.455,4.674999999999999,0.4290000000000002,11.13,2016,5,126.20100000000002,54140229.00000004
493,2016-05-08,127.12,3.501000000000001,4.32,0.222,7.8210000000000015,2016,5,119.299,26484378.0
494,2016-05-09,163.42200000000003,10.095999999999998,4.399,0.5660000000000003,14.494999999999996,2016,5,148.92700000000002,84292682.00000004
495,2016-05-10,169.54500000000004,20.795,3.98,0.6250000000000003,24.775,2016,5,144.77000000000004,90481250.00000007
496,2016-05-11,170.99199999999996,6.945999999999999,3.79,0.5960000000000003,10.735999999999999,2016,5,160.25599999999997,95512576.00000004
497,2016-05-12,176.502,11.12,2.491,0.5960000000000003,13.610999999999999,2016,5,162.89100000000002,97083036.00000007
498,2016-05-13,171.52399999999997,6.7890000000000015,2.5240000000000005,0.6350000000000003,9.312999999999999,2016,5,162.21099999999998,103003985.00000004
499,2016-05-14,143.65800000000004,28.636000000000006,2.702,0.3120000000000001,31.338000000000008,2016,5,112.32000000000004,35043840.00000002
500,2016-05-15,131.07500000000002,27.476,3.849,-0.07100000000000001,31.325000000000006,2016,5,99.75000000000001,-7082250.000000003
501,2016-05-16,132.83299999999997,15.672000000000004,3.5589999999999997,0.30000000000000004,19.230999999999998,2016,5,113.60199999999998,34080600.0
502,2016-05-17,168.71899999999997,13.297000000000004,4.2219999999999995,0.6790000000000004,17.519000000000005,2016,5,151.19999999999996,102664800.00000003
503,2016-05-18,167.04000000000005,4.829999999999999,5.005,0.7370000000000004,9.835000000000004,2016,5,157.20500000000004,115860085.0000001
504,2016-05-19,171.95899999999997,11.580000000000002,3.4339999999999997,0.7700000000000004,15.014,2016,5,156.94499999999996,120847650.00000003
505,2016-05-20,169.757,16.252,3.449,0.6800000000000004,19.700999999999997,2016,5,150.056,102038080.00000006
506,2016-05-21,139.671,6.675999999999998,4.6240000000000006,0.4870000000000002,11.3,2016,5,128.37099999999998,62516677.00000002
507,2016-05-22,127.39,29.646,5.1739999999999995,0.3190000000000001,34.82,2016,5,92.57,29529830.000000007
508,2016-05-23,167.67799999999997,28.628,3.9179999999999993,0.7280000000000003,32.546,2016,5,135.13199999999998,98376096.00000003
509,2016-05-24,173.46800000000005,37.94300000000001,2.888,0.7380000000000003,40.830999999999996,2016,5,132.63700000000006,97886106.00000009
510,2016-05-25,165.48200000000003,30.328000000000003,4.342,0.7520000000000004,34.669999999999995,2016,5,130.81200000000004,98370624.00000009
511,2016-05-26,129.94799999999998,8.408999999999999,4.493,0.6320000000000003,12.902000000000001,2016,5,117.04599999999998,73973072.00000003
512,2016-05-27,148.89800000000002,4.693999999999999,4.018999999999999,0.6980000000000004,8.713,2016,5,140.18500000000003,97849130.00000007
513,2016-05-28,134.026,9.727,4.379,0.5600000000000002,14.105999999999998,2016,5,119.92000000000002,67155200.00000003
514,2016-05-29,126.146,18.778,4.075,0.3690000000000001,22.853,2016,5,103.293,38115117.000000015
515,2016-05-30,165.39499999999995,5.212999999999999,4.033,0.6410000000000003,9.246000000000002,2016,5,156.14899999999994,100091509.00000001
516,2016-05-31,169.60599999999997,5.212999999999999,4.033,0.6830000000000004,9.246000000000002,2016,5,160.35999999999996,109525880.00000003
517,2016-06-01,171.77100000000004,5.212999999999999,4.033,0.6990000000000003,9.246000000000002,2016,6,162.52500000000003,113604975.00000006
518,2016-06-02,171.23200000000003,1.3330000000000002,3.664,0.6870000000000004,4.997000000000001,2016,6,166.235,114203445.00000007
519,2016-06-03,165.09099999999995,0.6360000000000001,3.723,0.7090000000000003,4.358999999999999,2016,6,160.73199999999994,113958988.00000001
520,2016-06-04,140.089,1.6830000000000005,3.903,0.5850000000000003,5.5859999999999985,2016,6,134.503,78684255.00000004
521,2016-06-05,129.468,4.226,3.031,0.4710000000000002,7.257000000000001,2016,6,122.21099999999998,57561381.000000015
522,2016-06-06,164.489,9.883,4.098000000000001,0.6950000000000004,13.981000000000002,2016,6,150.508,104603060.00000006
523,2016-06-07,164.79799999999997,2.5469999999999997,4.527999999999999,0.7350000000000004,7.0749999999999975,2016,6,157.72299999999998,115926405.00000006
524,2016-06-08,167.43300000000005,0.667,4.268000000000002,0.6770000000000004,4.934999999999999,2016,6,162.49800000000005,110011146.00000009
525,2016-06-09,172.386,4.8069999999999995,2.885,0.7130000000000003,7.691999999999998,2016,6,164.694,117426822.00000004
526,2016-06-10,163.82000000000005,3.8699999999999988,4.148,0.6210000000000003,8.017999999999999,2016,6,155.80200000000005,96753042.00000009
527,2016-06-11,141.003,2.9400000000000004,3.3,0.6060000000000002,6.2399999999999975,2016,6,134.76299999999998,81666378.00000001
528,2016-06-12,129.991,1.222,2.9760000000000004,0.4900000000000002,4.198,2016,6,125.793,61638570.00000003
529,2016-06-13,166.201,7.129,3.229,0.7260000000000003,10.357999999999999,2016,6,155.843,113142018.00000004
530,2016-06-14,167.57699999999994,9.493,3.4989999999999997,0.7420000000000003,12.992,2016,6,154.58499999999995,114702070.00000001
531,2016-06-15,169.908,8.506,3.4419999999999997,0.7410000000000003,11.947999999999995,2016,6,157.95999999999998,117048360.00000004
532,2016-06-16,169.84999999999997,22.136999999999997,3.661,0.7200000000000004,25.798000000000002,2016,6,144.05199999999996,103717440.00000004
533,2016-06-17,164.15599999999998,26.384000000000004,4.3100000000000005,0.6660000000000004,30.694000000000006,2016,6,133.46199999999996,88885692.00000001
534,2016-06-18,138.19799999999998,3.515,4.148,0.5480000000000002,7.663000000000001,2016,6,130.53499999999997,71533180.0
535,2016-06-19,130.96099999999996,17.335,2.761,0.4780000000000002,20.096,2016,6,110.86499999999995,52993470.0
536,2016-06-20,169.37300000000005,13.815,2.7260000000000004,0.6910000000000004,16.540999999999993,2016,6,152.83200000000005,105606912.00000009
537,2016-06-21,167.36700000000002,0.6250000000000003,3.9360000000000004,0.8080000000000003,4.561000000000001,2016,6,162.806,131547248.00000004
538,2016-06-22,170.02599999999998,0.3600000000000001,4.104,0.7700000000000004,4.4639999999999995,2016,6,165.56199999999998,127482740.00000004
539,2016-06-23,171.82100000000003,1.0670000000000004,4.754,0.7280000000000004,5.8210000000000015,2016,6,166.00000000000003,120848000.0000001
540,2016-06-24,169.247,8.923,4.569,0.7260000000000003,13.492,2016,6,155.75500000000002,113078130.00000007
541,2016-06-25,146.606,18.391,3.937,0.6310000000000003,22.328000000000003,2016,6,124.27799999999999,78419418.00000004
542,2016-06-26,133.188,11.614,2.838,0.4140000000000002,14.452,2016,6,118.73599999999999,49156704.000000015
543,2016-06-27,168.40599999999998,25.915,3.302,0.6630000000000004,29.217,2016,6,139.18899999999996,92282307.00000003
544,2016-06-28,165.84099999999998,10.164999999999996,4.504999999999999,0.7690000000000005,14.670000000000002,2016,6,151.171,116250499.00000006
545,2016-06-29,169.15900000000002,1.6669999999999998,4.575000000000001,0.6640000000000003,6.241999999999999,2016,6,162.91700000000003,108176888.00000006
546,2016-06-30,172.71099999999996,9.084,3.7969999999999993,0.7160000000000004,12.881000000000002,2016,6,159.82999999999996,114438280.00000004
547,2016-07-01,166.61399999999998,3.2039999999999997,3.924,0.6410000000000003,7.128000000000001,2016,7,159.48599999999996,102230526.00000003
548,2016-07-02,144.412,13.119000000000002,3.8849999999999993,0.4890000000000002,17.004,2016,7,127.408,62302512.00000003
549,2016-07-03,128.047,21.963,3.7510000000000003,0.3500000000000001,25.714000000000002,2016,7,102.333,35816550.000000015
550,2016-07-04,162.611,2.6859999999999995,4.596,0.7160000000000003,7.282000000000001,2016,7,155.32899999999998,111215564.00000004
551,2016-07-05,167.09000000000003,6.500999999999999,3.953,0.6310000000000003,10.454,2016,7,156.63600000000002,98837316.00000007
552,2016-07-06,166.84099999999995,29.870000000000005,4.0230000000000015,0.4660000000000002,33.89300000000001,2016,7,132.94799999999995,61953768.0
553,2016-07-07,166.386,7.049999999999999,4.423,0.6750000000000003,11.472999999999999,2016,7,154.913,104566275.00000004
554,2016-07-08,164.58999999999997,5.066000000000002,4.257,0.6770000000000004,9.323,2016,7,155.26699999999997,105115759.00000003
555,2016-07-09,141.98199999999997,17.812999999999995,4.279,0.4780000000000002,22.091999999999995,2016,7,119.88999999999997,57307420.00000001
556,2016-07-10,130.437,5.979,4.5200000000000005,0.381,10.499,2016,7,119.93800000000002,45696378.00000001
557,2016-07-11,170.39799999999997,15.773,4.213,0.6630000000000004,19.986,2016,7,150.41199999999998,99723156.00000004
558,2016-07-12,176.05100000000004,7.686,3.134,0.7370000000000004,10.82,2016,7,165.23100000000005,121775247.00000012
559,2016-07-13,171.74599999999998,11.669,2.613,0.7600000000000003,14.281999999999998,2016,7,157.46399999999997,119672640.00000003
560,2016-07-14,167.115,41.725,2.8960000000000004,0.6130000000000003,44.621,2016,7,122.494,75088822.00000004
561,2016-07-15,162.338,34.844,3.4810000000000008,0.6080000000000003,38.325,2016,7,124.01299999999999,75399904.00000004
562,2016-07-16,140.122,42.63699999999999,3.508,0.6100000000000002,46.145,2016,7,93.977,57325970.00000002
563,2016-07-17,128.94,29.545000000000005,3.298,0.5370000000000003,32.84299999999999,2016,7,96.09700000000001,51604089.00000003
564,2016-07-18,163.93499999999997,14.204,3.928,0.7470000000000004,18.132,2016,7,145.80299999999997,108914841.00000004
565,2016-07-19,165.217,3.2589999999999995,4.325,0.8000000000000005,7.584,2016,7,157.633,126106400.00000007
566,2016-07-20,165.717,2.0800000000000005,4.6160000000000005,0.7050000000000004,6.696000000000001,2016,7,159.02100000000002,112109805.00000006
567,2016-07-21,167.47399999999996,2.008,3.741,0.8190000000000003,5.748999999999999,2016,7,161.72499999999997,132452775.00000001
568,2016-07-22,163.231,1.0250000000000004,3.6489999999999996,0.7640000000000003,4.674,2016,7,158.557,121137548.00000004
569,2016-07-23,140.231,0.8190000000000001,3.5120000000000005,0.6660000000000004,4.331000000000001,2016,7,135.9,90509400.00000004
570,2016-07-24,127.98500000000004,3.6320000000000014,3.624,0.5500000000000003,7.256,2016,7,120.72900000000004,66400950.00000005
571,2016-07-25,163.02200000000002,3.716,2.99,0.7900000000000004,6.705999999999999,2016,7,156.31600000000003,123489640.00000007
572,2016-07-26,162.46900000000005,8.972000000000001,3.08,0.8100000000000004,12.052,2016,7,150.41700000000006,121837770.0000001
573,2016-07-27,164.33499999999995,2.9960000000000004,3.2100000000000004,0.8000000000000004,6.206,2016,7,158.12899999999996,126503200.00000003
574,2016-07-28,162.11200000000005,6.748999999999999,3.1289999999999996,0.7840000000000004,9.878,2016,7,152.23400000000004,119351456.00000009
575,2016-07-29,156.80700000000002,6.075000000000001,3.9410000000000003,0.7040000000000004,10.016000000000002,2016,7,146.79100000000003,103340864.00000007
576,2016-07-30,136.657,3.69,4.247,0.6430000000000003,7.9369999999999985,2016,7,128.72,82766960.00000004
577,2016-07-31,127.101,14.425999999999998,3.4540000000000006,0.5700000000000002,17.879999999999995,2016,7,109.221,62255970.000000015
578,2016-08-01,153.33300000000003,15.603000000000005,3.6489999999999996,0.6900000000000004,19.251999999999995,2016,8,134.08100000000002,92515890.00000006
579,2016-08-02,153.32500000000005,4.683999999999998,4.08,0.7630000000000003,8.764000000000001,2016,8,144.56100000000004,110300043.00000007
580,2016-08-03,156.203,5.416,3.9779999999999993,0.7030000000000004,9.394000000000002,2016,8,146.809,103206727.00000004
581,2016-08-04,159.033,12.995,4.073,0.6810000000000004,17.067999999999998,2016,8,141.96499999999997,96678165.00000003
582,2016-08-05,160.747,25.123000000000005,3.2550000000000003,0.7620000000000003,28.378,2016,8,132.36900000000003,100865178.00000007
583,2016-08-06,135.82699999999997,29.815,3.738,0.6020000000000003,33.553000000000004,2016,8,102.27399999999997,61568948.00000002
584,2016-08-07,124.087,10.083000000000002,4.674,0.3680000000000001,14.757,2016,8,109.33,40233440.000000015
585,2016-08-08,156.011,2.522,4.773,0.6340000000000003,7.294999999999999,2016,8,148.716,94285944.00000006
586,2016-08-09,163.293,11.825999999999999,3.2470000000000003,0.7010000000000004,15.073,2016,8,148.22,103902220.00000004
587,2016-08-10,163.245,17.61,2.5269999999999992,0.6650000000000004,20.137000000000004,2016,8,143.108,95166820.00000006
588,2016-08-11,157.60299999999998,16.788,4.1080000000000005,0.6600000000000004,20.896,2016,8,136.707,90226620.00000004
589,2016-08-12,157.49399999999997,6.720999999999999,3.112,0.6860000000000003,9.832999999999998,2016,8,147.66099999999997,101295446.00000001
590,2016-08-13,135.286,3.002,4.313,0.4510000000000002,7.314999999999999,2016,8,127.971,57714921.00000002
591,2016-08-14,122.74799999999999,3.325,4.496,0.4680000000000002,7.821000000000001,2016,8,114.92699999999999,53785836.000000015
592,2016-08-15,127.35700000000001,3.501999999999999,3.7739999999999996,0.6550000000000004,7.276000000000002,2016,8,120.08100000000002,78653055.00000006
593,2016-08-16,161.1390000000001,1.4780000000000002,3.8779999999999992,0.7320000000000004,5.356,2016,8,155.7830000000001,114033156.00000015
594,2016-08-17,162.47799999999995,5.079,3.5589999999999997,0.7320000000000004,8.638,2016,8,153.83999999999995,112610880.00000003
595,2016-08-18,165.01899999999995,5.125,3.467,0.7270000000000004,8.591999999999999,2016,8,156.42699999999996,113722429.00000004
596,2016-08-19,162.97299999999996,2.448,3.717000000000001,0.7240000000000004,6.165000000000001,2016,8,156.80799999999996,113528992.00000004
597,2016-08-20,140.71700000000004,9.675,3.4530000000000003,0.6080000000000002,13.128000000000002,2016,8,127.58900000000004,77574112.00000006
598,2016-08-21,132.45700000000002,21.409,2.837,0.3980000000000001,24.246,2016,8,108.21100000000003,43067978.000000015
599,2016-08-22,164.61599999999999,32.57999999999999,3.7060000000000004,0.6910000000000004,36.286,2016,8,128.32999999999998,88676030.00000003
600,2016-08-23,164.30700000000002,15.465,4.370000000000001,0.7350000000000004,19.835,2016,8,144.472,106186920.00000007
601,2016-08-24,168.14900000000003,8.27,4.3180000000000005,0.7260000000000004,12.588,2016,8,155.56100000000004,112937286.0000001
602,2016-08-25,169.03900000000004,3.7320000000000007,4.4060000000000015,0.6910000000000003,8.138,2016,8,160.90100000000004,111182591.00000006
603,2016-08-26,165.46500000000003,10.715,4.3870000000000005,0.7120000000000003,15.102,2016,8,150.36300000000003,107058456.00000007
604,2016-08-27,140.673,16.246000000000006,4.331,0.6370000000000003,20.577,2016,8,120.096,76501152.00000004
605,2016-08-28,130.83100000000002,16.655,4.217999999999999,0.4690000000000003,20.873,2016,8,109.95800000000001,51570302.00000004
606,2016-08-29,172.15899999999996,11.992,2.717,0.6710000000000003,14.708999999999998,2016,8,157.44999999999996,105648950.00000001
607,2016-08-30,170.185,12.994000000000002,3.342,0.7800000000000005,16.336000000000002,2016,8,153.849,120002220.00000006
608,2016-08-31,169.343,3.715,4.19,0.7590000000000003,7.9049999999999985,2016,8,161.438,122531442.00000004
609,2016-09-01,171.48900000000003,1.831,4.274000000000001,0.7710000000000005,6.104999999999998,2016,9,165.38400000000004,127511064.0000001
610,2016-09-02,168.519,2.665,3.8099999999999987,0.7530000000000004,6.475000000000001,2016,9,162.044,122019132.00000009
611,2016-09-03,142.722,1.6540000000000001,3.4330000000000003,0.6620000000000003,5.0870000000000015,2016,9,137.63500000000002,91114370.00000004
612,2016-09-04,133.355,7.231,3.653,0.5220000000000002,10.884,2016,9,122.47099999999999,63929862.00000002
613,2016-09-05,169.84400000000005,30.142000000000003,2.732,0.7820000000000005,32.87400000000001,2016,9,136.97000000000003,107110540.00000009
614,2016-09-06,175.39999999999995,29.183,2.5629999999999997,0.8420000000000003,31.746,2016,9,143.65399999999994,120956668.0
615,2016-09-07,171.408,3.756,3.807,0.7470000000000003,7.5630000000000015,2016,9,163.845,122392215.00000006
616,2016-09-08,172.33899999999997,2.3060000000000005,3.998,0.7290000000000004,6.303999999999999,2016,9,166.03499999999997,121039515.00000006
617,2016-09-09,168.18200000000004,0.6870000000000002,3.9909999999999988,0.7670000000000003,4.678,2016,9,163.50400000000005,125407568.00000009
618,2016-09-10,143.14899999999997,0.7890000000000003,3.717,0.6680000000000003,4.506,2016,9,138.64299999999997,92613524.00000001
619,2016-09-11,132.029,1.15,3.752,0.6280000000000001,4.902,2016,9,127.127,79835756.00000001
620,2016-09-12,171.03800000000004,0.9020000000000004,3.811,0.7740000000000005,4.712999999999999,2016,9,166.32500000000005,128735550.00000012
621,2016-09-13,172.79700000000003,1.7910000000000006,3.674,0.7470000000000003,5.465000000000002,2016,9,167.33200000000002,124997004.00000007
622,2016-09-14,174.217,2.386,3.685,0.7050000000000003,6.071000000000001,2016,9,168.14600000000002,118542930.00000007
623,2016-09-15,175.05700000000002,13.907,3.625,0.6880000000000003,17.532,2016,9,157.525,108377200.00000004
624,2016-09-16,171.11599999999996,6.537000000000001,3.233,0.7970000000000004,9.77,2016,9,161.34599999999995,128592762.00000001
625,2016-09-17,146.91100000000003,15.689999999999998,2.532,0.6460000000000004,18.222,2016,9,128.68900000000002,83133094.00000006
626,2016-09-18,133.98800000000003,3.0970000000000004,2.439,0.6000000000000002,5.5360000000000005,2016,9,128.45200000000003,77071200.00000004
627,2016-09-19,173.037,30.123,2.177,0.8750000000000002,32.3,2016,9,140.73700000000002,123144875.00000006
628,2016-09-20,173.91899999999995,27.623999999999995,2.9450000000000003,0.8340000000000002,30.568999999999992,2016,9,143.34999999999997,119553900.0
629,2016-09-21,173.84100000000004,6.2799999999999985,3.1020000000000003,0.8120000000000003,9.382,2016,9,164.45900000000003,133540708.00000006
630,2016-09-22,172.685,3.885,3.4010000000000002,0.8040000000000004,7.2860000000000005,2016,9,165.399,132980796.00000006
631,2016-09-23,168.14600000000004,1.376,2.844,0.7610000000000003,4.2200000000000015,2016,9,163.92600000000004,124747686.00000009
632,2016-09-24,141.68500000000003,1.2820000000000005,3.406,0.6580000000000003,4.688,2016,9,136.99700000000004,90144026.00000006
633,2016-09-25,131.22700000000003,1.7940000000000005,3.2670000000000003,0.5400000000000001,5.061000000000001,2016,9,126.16600000000003,68129640.00000003
634,2016-09-26,168.37900000000005,1.867,2.653,0.7860000000000004,4.5200000000000005,2016,9,163.85900000000004,128793174.00000009
635,2016-09-27,172.22099999999998,1.2919999999999996,3.218,0.8050000000000004,4.510000000000002,2016,9,167.71099999999998,135007355.00000006
636,2016-09-28,173.63799999999995,7.176000000000001,3.0449999999999995,0.6140000000000002,10.221,2016,9,163.41699999999994,100338038.0
637,2016-09-29,173.61100000000005,10.061,2.925,0.5740000000000002,12.985999999999999,2016,9,160.62500000000006,92198750.00000007
638,2016-09-30,167.27400000000003,3.1740000000000004,3.097,0.8040000000000003,6.271000000000001,2016,9,161.00300000000004,129446412.00000007
639,2016-10-01,143.998,5.125,3.082,0.7790000000000004,8.206999999999999,2016,10,135.791,105781189.00000004
640,2016-10-02,139.741,7.268,1.838,0.6480000000000001,9.106,2016,10,130.63500000000002,84651480.00000003
641,2016-10-03,173.28100000000003,31.93,2.221,0.6680000000000003,34.151,2016,10,139.13000000000002,92938840.00000004
642,2016-10-04,181.731,49.841,1.7259999999999998,0.7390000000000004,51.567,2016,10,130.164,96191196.00000004
643,2016-10-05,181.104,44.54599999999999,2.515,0.7210000000000004,47.06099999999998,2016,10,134.04300000000003,96645003.00000009
644,2016-10-06,184.252,25.661,1.96,0.7770000000000004,27.621,2016,10,156.631,121702287.00000006
645,2016-10-07,180.295,2.116,2.1,0.9130000000000004,4.215999999999998,2016,10,176.07899999999998,160760127.00000003
646,2016-10-08,156.278,3.855,2.1519999999999997,0.8150000000000004,6.0070000000000014,2016,10,150.271,122470865.00000004
647,2016-10-09,143.55800000000005,4.888999999999999,2.353,0.8160000000000004,7.242000000000001,2016,10,136.31600000000006,111233856.00000009
648,2016-10-10,184.765,6.082999999999999,2.249,1.072,8.332,2016,10,176.433,189136176.0
649,2016-10-11,188.182,8.19,1.6409999999999998,0.9400000000000004,9.831,2016,10,178.351,167649940.00000006
650,2016-10-12,190.449,26.044,2.0380000000000003,0.9120000000000004,28.081999999999997,2016,10,162.36700000000002,148078704.00000006
651,2016-10-13,188.18400000000003,13.037,2.5580000000000003,0.7750000000000004,15.595,2016,10,172.58900000000003,133756475.00000007
652,2016-10-14,181.261,42.778999999999996,2.386,0.7410000000000003,45.165,2016,10,136.096,100847136.00000004
653,2016-10-15,153.17699999999996,17.838000000000005,1.9240000000000002,0.7830000000000004,19.762000000000004,2016,10,133.41499999999996,104463945.00000001
654,2016-10-16,139.52999999999997,6.168000000000003,2.4719999999999995,0.7910000000000005,8.64,2016,10,130.89,103533990.00000004
655,2016-10-17,183.90900000000005,9.894,1.996,0.9930000000000004,11.89,2016,10,172.01900000000006,170814867.00000015
656,2016-10-18,187.198,9.653,1.4620000000000002,0.9850000000000004,11.114999999999998,2016,10,176.083,173441755.0000001
657,2016-10-19,188.68400000000003,4.731,1.54,0.9850000000000004,6.271,2016,10,182.41300000000004,179676805.00000012
658,2016-10-20,189.06500000000003,0.9540000000000004,1.388,1.0570000000000002,2.342,2016,10,186.723,197366211.00000006
659,2016-10-21,185.162,1.817,1.4660000000000002,0.9870000000000004,3.283,2016,10,181.87900000000002,179514573.0000001
660,2016-10-22,155.46399999999997,11.342,2.188,0.9280000000000004,13.53,2016,10,141.93399999999997,131714752.00000001
661,2016-10-23,145.533,21.302000000000003,1.661,0.8610000000000003,22.963000000000005,2016,10,122.56999999999998,105532770.00000003
662,2016-10-24,181.528,11.572,2.004,0.9480000000000004,13.576000000000002,2016,10,167.952,159218496.00000006
663,2016-10-25,183.055,8.133000000000001,1.868,1.228,10.001,2016,10,173.054,212510312.0
664,2016-10-26,150.911,11.357000000000001,1.393,1.0570000000000004,12.750000000000002,2016,10,138.161,146036177.00000006
665,2016-10-27,181.113,11.357000000000001,1.393,0.9510000000000004,12.750000000000002,2016,10,168.363,160113213.00000006
666,2016-10-28,178.421,11.357000000000001,1.393,0.8440000000000004,12.750000000000002,2016,10,165.671,139826324.00000006
667,2016-10-29,154.569,29.192,1.869,0.8160000000000004,31.061,2016,10,123.50799999999998,100782528.00000003
668,2016-10-30,142.76700000000002,34.754999999999995,1.612,0.8710000000000003,36.367,2016,10,106.40000000000003,92674400.00000006
669,2016-10-31,167.61900000000003,9.365,2.009,1.0530000000000002,11.373999999999995,2016,10,156.24500000000003,164525985.00000006
670,2016-11-01,145.96000000000004,7.507000000000001,2.0730000000000004,0.8110000000000005,9.58,2016,11,136.38000000000002,110604180.00000009
671,2016-11-02,184.96,27.651999999999997,1.4179999999999997,0.8370000000000004,29.070000000000004,2016,11,155.89000000000001,130479930.00000009
672,2016-11-03,191.39900000000003,21.537000000000006,1.851,1.1980000000000002,23.388,2016,11,168.01100000000002,201277178.00000006
673,2016-11-04,189.40600000000003,21.608,1.6739999999999997,0.9660000000000004,23.281999999999996,2016,11,166.12400000000002,160475784.0000001
674,2016-11-05,164.73800000000006,24.256,1.6639999999999997,0.9310000000000004,25.92,2016,11,138.81800000000004,129239558.00000009
675,2016-11-06,157.59900000000005,21.039,0.995,0.8440000000000002,22.034000000000002,2016,11,135.56500000000005,114416860.00000007
676,2016-11-07,200.665,12.952,1.088,1.164,14.04,2016,11,186.625,217231500.0
677,2016-11-08,206.617,3.3150000000000004,1.2529999999999997,1.3419999999999999,4.5680000000000005,2016,11,202.04899999999998,271149757.99999994
678,2016-11-09,207.24400000000003,7.709,1.592,1.1880000000000002,9.301000000000002,2016,11,197.94300000000004,235156284.0000001
679,2016-11-10,203.53500000000003,6.961000000000002,1.021,1.2369999999999997,7.982000000000002,2016,11,195.55300000000003,241899061.0
680,2016-11-11,200.94600000000003,4.899,0.974,1.207,5.872999999999999,2016,11,195.07300000000004,235453111.00000003
681,2016-11-12,180.201,38.556,0.8860000000000001,0.9770000000000004,39.442,2016,11,140.759,137521543.00000006
682,2016-11-13,169.52700000000002,33.052,1.254,0.8950000000000002,34.306,2016,11,135.221,121022795.00000003
683,2016-11-14,206.332,6.029,1.483,1.132,7.512,2016,11,198.82,225064240.0
